data/input/lf.dat auto written
1 2
1981  2024
1  7
1
0.8950735  	0.885522  	1  	1  	1  	1  	1
0.5026038  	0.9952419  	1  	1  	1  	1  	1
0.7347423  	0.9944937  	1  	1  	1  	1  	1
0.6632479  	0.9953614  	1  	1  	1  	1  	1
0.2071086  	0.9780065  	1  	1  	1  	1  	1
0.4495945  	0.9906656  	1  	1  	1  	1  	1
0.3541531  	0.9975251  	1  	1  	1  	1  	1
0.8135616  	0.8872818  	0.999089  	1  	1  	1  	1
0.2441728  	0.9944837  	1  	1  	1  	1  	1
0.1092334  	0.9899143  	1  	1  	1  	1  	1
0.3760862  	0.991962  	0.9988933  	1  	1  	1  	1
0.1600587  	0.928879  	0.9948111  	1  	1  	1  	1
0.5402723  	0.9771746  	0.9990482  	1  	1  	1  	1
0.2556461  	0.9950535  	1  	1  	1  	1  	1
0.5463388  	0.9800432  	1  	1  	1  	1  	1
0.6407715  	0.979001  	1  	1  	1  	1  	1
0.4817664  	0.9691079  	1  	1  	1  	1  	1
0.2821347  	0.7734389  	1  	1  	1  	1  	1
0.3645285  	0.9943785  	1  	1  	1  	1  	1
0.2096618  	0.9416047  	1  	1  	1  	1  	1
0.3517877  	0.9151973  	1  	1  	1  	1  	1
0.2425487  	0.6310066  	1  	1  	1  	1  	1
0.298857  	0.9483735  	0.929606  	1  	1  	1  	1
0.1578849  	0.8151697  	1  	1  	1  	1  	1
0.2247865  	0.8489864  	0.9999562  	1  	1  	1  	1
0.01671309  	0.6821565  	0.7546284  	0.9212266  	0.8226657  	0.6523408  	0.8838926
0.02520414  	0.1142443  	0.5349926  	0.445365  	0.4878855  	0.5043198  	1
0.000886718  	0.1162682  	0.203429  	0.8704151  	0.9119613  	1  	1
0.002302765  	0.05463693  	0.08158886  	0.2164061  	0.4493093  	0.1766471  	0.4275618
0.01349259  	0.0895779  	0.1460999  	0.5502615  	0.6056744  	1  	1
0  	0.04775077  	0.03911382  	0.1504549  	0.8735451  	0.5672694  	1
0.000767116  	0.003673196  	0.02831579  	0.2325777  	1  	1  	1
7.13e-05  	0.02351575  	0.03274021  	0.187943  	0.2772265  	1  	0.2456747
0.000150018  	0.005513213  	0.1022497  	0.2257028  	0.3556971  	0.5504566  	1
0.001789884  	0.07167059  	0.06085768  	0.2886909  	0.5281938  	0.9020907  	1
0.000729666  	0.04362477  	0.3020519  	0.3566458  	0.5688003  	1  	1
0.001496675  	0.02866407  	0.05350893  	0.1733478  	0.5212287  	0.7473058  	1
0.01751778  	0.02255547  	0.1209214  	0.2066828  	0.4858612  	0.6416476  	0.6483171
0.03346795  	0.1569062  	0.7251946  	0.9323684  	0.9939147  	1  	1
0.02405366  	0.3026725  	0.365745  	0.8477291  	1  	1  	1
0.1101904  	0.1434623  	0.6349726  	0.9804256  	0.8911609  	1  	1
0.01805258  	0.207335  	0.3213431  	0.7682355  	0.7548674  	1  	1
0.001203	0.340646	0.407843	0.439228	0.939416	1	1
0.007184259	0.302366894	0.522171372	0.64469592	1			1	1
