data/input/cw.dat auto written
1 2
1981  2024
1  7
1
0.5064555  	1.069838  	2.839  	4.923  	7.518  	9.314  	10.328
0.5039842  	1.46288  	2.737  	4.749  	6.113  	7.227  	9.856
0.4875072  	1.260094  	2.995  	4.398  	6.305  	8.084  	9.744
0.5878393  	1.397514  	3.168  	5.375  	6.601  	8.606  	10.35
0.2711989  	1.164591  	2.597  	4.892  	6.872  	8.344  	9.766
0.4661704  	1.202543  	2.785  	4.655  	6.336  	8.283  	9.441
0.2952659  	1.309669  	2.783  	4.574  	6.161  	7.989  	10.062
0.7109164  	1.080666  	2.883371  	5.145  	6.993  	8.204  	9.803
0.4228323  	1.294094  	2.425  	4.737  	7.027  	7.52  	9.594
0.1845413  	1.26672  	2.815  	4.314  	7.021  	9.027  	11.671
0.3935541  	1.08902  	2.615103  	4.346  	6.475  	8.134  	10.076
0.2945874  	1.274295  	2.605832  	4.268  	6.19  	7.844  	10.598
0.528586  	1.304496  	2.940745  	4.646  	6.244  	7.802  	8.409
0.343281  	1.287415  	2.899  	4.71  	6.389  	8.423  	8.409
0.4231745  	1.130199  	2.857  	4.956  	6.771  	8.539  	9.505
0.5085802  	1.203529  	2.738  	5.056  	6.892  	8.088  	10.759
0.453004  	1.182753  	2.571  	4.805  	6.952  	7.821  	9.63
0.3358005  	0.9037666  	2.264  	4.506  	6.104  	8.017  	9.612
0.4387178  	1.03484  	2.194  	4.688  	6.486  	8.252  	9.439
0.3657517  	1.211948  	2.457  	4.126  	6.666  	7.917  	8.392
0.3908258  	0.9395777  	2.679  	4.568  	5.86  	7.741  	9.386
0.3612322  	1.09609  	2.33  	4.841  	6.175  	7.192  	9.548
0.4150022  	1.022975  	2.139378  	3.82  	5.932  	8.022  	8.681
0.3153124  	0.9428264  	2.191  	4.398  	6.033  	8.242  	9.84
0.3561915  	1.014465  	2.424929  	3.969  	4.775  	6.616  	10.214
0.2824011  	1.230033  	2.373218  	3.788423  	6.174541  	7.001798  	11.05377
0.2094086  	0.9684497  	2.788233  	4.396876  	5.72561  	9.173985  	8.83
0.2242944  	1.01737  	2.256091  	4.714711  	6.189063  	7.964  	8.487
0.265635  	1.371519  	2.342098  	4.038937  	6.029882  	7.22206  	9.126696
0.2819456  	1.291378  	2.362965  	3.683521  	4.783413  	9.158  	10.275
0.266  	1.106954  	2.23639  	3.22124  	5.721741  	5.506756  	9.837
0.1423981  	1.120494  	2.205589  	3.712506  	6.428  	7.617  	8.695
0.1250593  	1.160009  	2.136945  	3.242642  	5.335613  	7.144  	7.146796
0.1501317  	1.21215  	2.360041  	3.062614  	4.245209  	4.984227  	7.207
0.4049128  	1.159254  	2.368219  	3.548095  	4.96385  	5.611361  	9.158
0.2053707  	1.110527  	2.258818  	3.81535  	4.834298  	6.596  	7.622
0.2629579  	1.053188  	2.176579  	3.656749  	5.032378  	5.746344  	9.243
0.2284566  	1.060436  	2.284539  	3.755235  	5.361704  	5.908464  	6.303832
0.2474719  	0.6434718  	2.531693  	4.111718  	5.449552  	7.04508  	8.84144
0.1776468  	1.039366  	2.873246  	4.763356  	5.95713  	6.36166  	6.44785
0.7301939  	1.327358  	2.782089  	3.533679  	5.413475  	7.3158  	7.37715
0.37742  	1.03944  	2.27338  	4.17284  	5.08777  	7.33828  	8.088116
0.48523		1.33402		2.20548		3.39239		6.05129		7.42875		7.885666474
0.35008		1.144		2.22105		3.4615		6.17946		7.95157		8.61059

